SUBJECT_CUI,PREDICATE,OBJECT_CUI
C0023810,AUGMENTS,C0227525
C0089147,AUGMENTS,C0243144
C0023810,AUGMENTS,C0282560
C0030233,AUGMENTS,C0301872
C0024360,AUGMENTS,C0440752
C0023810,AUGMENTS,C0596290
C0031623,AUGMENTS,C0600531
C0023810,AUGMENTS,C0751982
C0023810,AUGMENTS,C0806987
C0023810,AUGMENTS,C1148382
C0089147,AUGMENTS,C1155008
C0023810,AUGMENTS,C0013926
C1257880,AUGMENTS,C1321301
C0023810,AUGMENTS,C1326120
C0015688,AUGMENTS,C1327413
C0037900,AUGMENTS,C1327414
C0037392,AUGMENTS,C1514503
C0023810,AUGMENTS,C1515670
C0087096,AUGMENTS,C1519477
C0023810,AUGMENTS,C1519550
C0023810,AUGMENTS,C1523993
C0023810,AUGMENTS,C1819464
C0023810,AUGMENTS,C3179121
C0023810,AUGMENTS,C4042840
C0023810,AUGMENTS,C4277577
C0006523,AUGMENTS,C4505192
C0023810,COEXISTS_WITH,C0282641
C0006521,DISRUPTS,C0007620
C0015690,DISRUPTS,C0007634
C0023810,DISRUPTS,C0018270
C0023810,DISRUPTS,C0162638
C0070787,INHIBITS,C0021753
C0023810,INHIBITS,C0060623
C0023810,INHIBITS,C0028128
C0023810,INHIBITS,C0032594
C0023810,INHIBITS,C0069180
C0023810,INHIBITS,C0032082
C0023810,INHIBITS,C0079904
C0023810,INHIBITS,C0006050
C0023810,INHIBITS,C0061472
C0023810,INHIBITS,C0002245
C0023810,INTERACTS_WITH,C0014264
C0023810,INTERACTS_WITH,C0017429
C0023810,INTERACTS_WITH,C0021753
C0015690,INTERACTS_WITH,C0021760
C0991850,INTERACTS_WITH,C0028128
C0031623,INTERACTS_WITH,C0033684
C0023810,INTERACTS_WITH,C0079189
C0023810,INTERACTS_WITH,C0079904
C0023810,INTERACTS_WITH,C0669372|4843
C0023810,INTERACTS_WITH,C1321919|7099
C0023810,INTERACTS_WITH,C0043317
C0023810,INTERACTS_WITH,C1367477|929
C0023754,INTERACTS_WITH,C1411976
C0023810,INTERACTS_WITH,C1448177|7124
C0023810,STIMULATES,C0003241
C0023810,STIMULATES,C0007578
C0023810,STIMULATES,C0017710
C0056060,STIMULATES,C0012472
C0023810,STIMULATES,C0014264
C0023810,STIMULATES,C0000578
C0023810,STIMULATES,C0598034|675
C0023810,STIMULATES,C0019796
C0044555,STIMULATES,C0021740
C0023810,STIMULATES,C0108066
C0028908,STIMULATES,C0021753|3553
C0023810,STIMULATES,C0021755
C0023810,STIMULATES,C0021760
C0023810,STIMULATES,C0021760|3569
C0023810,STIMULATES,C0024075
C0023810,STIMULATES,C0074676
C0012171,STIMULATES,C0031727
C0023810,STIMULATES,C0033551
C0991850,STIMULATES,C0033554
C0023810,STIMULATES,C0008013
C0023810,STIMULATES,C0033684
C0023810,STIMULATES,C0035696
C0023810,STIMULATES,C0040048
C0023810,STIMULATES,C0041368
C0023810,STIMULATES,C0063695
C0023810,STIMULATES,C0038838
C0023810,STIMULATES,C0079189
C0023810,STIMULATES,C0079633
C0023779,STIMULATES,C0079904
C0023810,STIMULATES,C0085295
C0023810,STIMULATES,C0015513
C0023810,STIMULATES,C0126732
C0023810,STIMULATES,C0128897
C0023810,STIMULATES,C0022917
C0006521,STIMULATES,C0162772
C0023810,STIMULATES,C0164786|207
C0087096,STIMULATES,C0165519
C0012171,STIMULATES,C0214222
C0023810,STIMULATES,C0064870
C0023810,STIMULATES,C0282553
C0023810,STIMULATES,C0700476
C0023810,STIMULATES,C0387583
C0142812,STIMULATES,C0538674
C0023810,STIMULATES,C0599933|5970|6857|64689|65125
C0023810,STIMULATES,C0062837
C0023810,STIMULATES,C0600388
C0947677,STIMULATES,C0669365|4846
C0028910,STIMULATES,C0669372|4843
C0023810,STIMULATES,C0670896
C0066776,STIMULATES,C0733470|3439
C0023779,STIMULATES,C0752312
C0028908,STIMULATES,C0754728|7097
C0215278,STIMULATES,C0812246|7124
C0023810,STIMULATES,C1101610
C0733854,STIMULATES,C1120843|1398|1432|5594|7965|9402|10598|26073
C0023810,STIMULATES,C0009630
C0023810,STIMULATES,C1292267
C0023810,STIMULATES,C1321919|7099
C0023810,STIMULATES,C1333690|2821
C0023810,STIMULATES,C0029419
C0023810,STIMULATES,C1337092|6347
C0023810,STIMULATES,C0003313
C0215278,STIMULATES,C1367307|6774
C0023810,STIMULATES,C1367477|929
C0073603,STIMULATES,C1367731|5599
C0023810,STIMULATES,C1334145|3687
C0023810,STIMULATES,C1421351|7369
C0023810,STIMULATES,C0062773
C0023810,STIMULATES,C1451465|1398
C0070787,STIMULATES,C1453853|65125
C0044555,STIMULATES,C1456380|1432
C0023810,STIMULATES,C1456820|7124
C0023810,STIMULATES,C1565860
C0023776,STIMULATES,C1709820|6098
C0066969,STIMULATES,C2936529
C0023816|4023,INTERACTS_WITH,C0023820
C0023816|4023,INTERACTS_WITH,C0012854
C0011701,ASSOCIATED_WITH,C0004153
C0023820,ASSOCIATED_WITH,C0007222
C0023820,ASSOCIATED_WITH,C0014488
C0023820,ASSOCIATED_WITH,C0008677
C0023820,ASSOCIATED_WITH,C0011847
C0028833,ASSOCIATED_WITH,C0011860
C0023820,ASSOCIATED_WITH,C0012634
C0015879,ASSOCIATED_WITH,C0020445
C0023820,ASSOCIATED_WITH,C0028754
C0023820,ASSOCIATED_WITH,C1563937
C0023820,COEXISTS_WITH,C0003595|348
C0023820,COEXISTS_WITH,C0008377
C0023820,COEXISTS_WITH,C0053454
C0023820,COEXISTS_WITH,C0078517
C0023820,COEXISTS_WITH,C0053336
C0023820,INTERACTS_WITH,C0007634
C0256103,INTERACTS_WITH,C0008377
C0023820,INTERACTS_WITH,C0001977
C0023821,ASSOCIATED_WITH,C0004153
C0017346,ASSOCIATED_WITH,C0007222
C0023821,ASSOCIATED_WITH,C0010054
C0023821,COEXISTS_WITH,C0041004
C0023821,INHIBITS,C0008377
C0023821,INTERACTS_WITH,C0014938
C0023821,PREVENTS,C0004153
C0023822,ASSOCIATED_WITH,C1563054
C0023822,ASSOCIATED_WITH,C0152227
C0023822,ASSOCIATED_WITH,C0010054
C0023822,ASSOCIATED_WITH,C0010068
C0815278,ASSOCIATED_WITH,C0011847
C0026402,ASSOCIATED_WITH,C0011860
C1257903,ASSOCIATED_WITH,C0021655
C0023822,ASSOCIATED_WITH,C0018190
C0023544,COEXISTS_WITH,C0008377
C0040815,COEXISTS_WITH,C0041004
C0028606,INHIBITS,C0008377
C0023822,INHIBITS,C0041004
C0023822,INHIBITS,C0543421
C0023823,ASSOCIATED_WITH,C0004153
C0023823,ASSOCIATED_WITH,C0574143
C0023823,ASSOCIATED_WITH,C1563937
C0023823,COEXISTS_WITH,C0023821
C0023823,INHIBITS,C0008377
C0023823,INHIBITS,C0023821
C0678941,INTERACTS_WITH,C0008377
C0023823,STIMULATES,C0023821
C0023824,ASSOCIATED_WITH,C0010054
C0023824,COEXISTS_WITH,C0282522
C0023824,INHIBITS,C0023822
C2726834,STIMULATES,C0023822
C0023825,COEXISTS_WITH,C0041004
C0023828,ASSOCIATED_WITH,C0027651
C0023828,AUGMENTS,C0162638
C0023828,AUGMENTS,C0243144
C0023828,AUGMENTS,C0301872
C0023828,COEXISTS_WITH,C0006353
C0175996,COEXISTS_WITH,C0043047
C0023828,DISRUPTS,C0018270
C0023828,DISRUPTS,C0014474
C0010854,DISRUPTS,C0600688
C0175996,INTERACTS_WITH,C0003241
C0035553,INTERACTS_WITH,C0012854
C0023828,INTERACTS_WITH,C0013227
C0026004,INTERACTS_WITH,C0023779
C0023828,STIMULATES,C0013227
C0023828,TREATS,C0375071
C0023837,INTERACTS_WITH,C0040059
C0023837,INTERACTS_WITH,C0023545
C0023837,INTERACTS_WITH,C1764827
C0023837,PRODUCES,C0003695
C0006560,PRODUCES,C0020349
C0023837,PRODUCES,C0023545
C0023837,PRODUCES,C0018321
C0023863,TREATS,C0001206
C0023863,TREATS,C0002453
C0026249,TREATS,C0149931
C0023870,ASSOCIATED_WITH,C0600427
C0023870,ASSOCIATED_WITH,C0338831
C0598695,ASSOCIATED_WITH,C0525045
C0023870,COEXISTS_WITH,C0043047
C0023870,INHIBITS,C0244989
C0023870,STIMULATES,C0033399
C0023870,TREATS,C0851578
C0023870,TREATS,C0005587
C0023870,TREATS,C0008059
C0023870,TREATS,C1270972
C0023870,TREATS,C0012634
C0023870,TREATS,C0086282
C0023870,TREATS,C0034705
C0023870,TREATS,C0030705
C0023870,TREATS,C0034693
C0877860,TREATS,C0036341
C0023870,TREATS,C0038436
C0023870,TREATS,C0034035
C0023870,TREATS,C0149654
C0023870,TREATS,C0001588
C0220578,TREATS,C0235165
C0023870,TREATS,C0015676
C0023870,TREATS,C0030319
C0023870,TREATS,C0853193
C0023870,TREATS,C1257890
C0023878,TREATS,C0008059
C0556030,TREATS,C0022650
C0023878,TREATS,C0741307
C0023878,TREATS,C4304779
C0912478,TREATS,C0041952
C0023878,TREATS,C0427896
C0023878,TREATS,C0743976
C0023878,TREATS,C0451641
C0023878,USES,C0181670
C1260974,USES,C0184212
C0023878,USES,C0392306
C0184545,USES,C0441085
C0023878,USES,C1421479|8936
C1880944,USES,C4699394
C0023882,COEXISTS_WITH,C0012634
C0023882,COEXISTS_WITH,C0021311
C0023884,PRODUCES,C0001347
C1280541,PRODUCES,C0017725
C0162512,PRODUCES,C0017968
C0023884,PRODUCES,C0021665
C0205065,PRODUCES,C0022631
C0023884,PRODUCES,C0694890|5979
C0023884,PRODUCES,C0012940
C0023884,PRODUCES,C0028128
C0023884,PRODUCES,C0033684
C0023884,PRODUCES,C0041004
C0028633,PRODUCES,C0966897
C0023890,COEXISTS_WITH,C0019204
C0023895,COEXISTS_WITH,C0010674
C0023895,COEXISTS_WITH,C0012634
C0023895,COEXISTS_WITH,C0038054
C0023901,USES,C0015252
C0023901,USES,C0040732
C0023911,TREATS,C0682053
C0023911,TREATS,C0008059
C0023911,TREATS,C0016059
C0454532,TREATS,C0019204
C0023911,TREATS,C0337680
C1883659,TREATS,C0162557
C0023911,TREATS,C0862889
C0023911,TREATS,C2239176
C1511300,TREATS,C0001418
C0023928,TREATS,C0006267
C0023928,TREATS,C0006826
C3164735,TREATS,C0007097
C0185216,TREATS,C0007121
C0023928,TREATS,C0205969
C0023928,TREATS,C0007137
C0023928,TREATS,C0008059
C0023928,TREATS,C1264606
C0023928,TREATS,C0030362
C0404183,TREATS,C0014544
C0023928,TREATS,C0014556
C0023928,TREATS,C0021270
C0023928,TREATS,C0027651
C0023928,TREATS,C0030705
C2608114,TREATS,C0036572
C0599482,TREATS,C0041327
C0185114,TREATS,C0043210
C0023928,TREATS,C0221198
C0023928,TREATS,C0238463
C0023928,TREATS,C0242379
C0023928,TREATS,C0153398
C0023928,TREATS,C0087086
C0023928,TREATS,C1306460
C0023928,TREATS,C0024299
C0023928,USES,C0182315
C0023961,TREATS,C0011581
C0023972,TREATS,C0006118
C0023972,TREATS,C0009375
C0023972,TREATS,C1337013
C0023972,TREATS,C0022665
C0795642,TREATS,C0024121
C0023972,TREATS,C0024305
C0023972,TREATS,C0025202
C3273719,TREATS,C0030705
C0023974,COEXISTS_WITH,C5203670
C0023976,ASSOCIATED_WITH,C0040649
C0023977,COEXISTS_WITH,C0087111
C0027617,TREATS,C0001675
C0700287,TREATS,C0001792
C0023977,TREATS,C0032044
C0023977,TREATS,C0004096
C0562319,TREATS,C0008059
C0023977,TREATS,C0008679
C0023977,TREATS,C0012634
C0030700,TREATS,C0024117
C0541653,TREATS,C0026769
C0023977,TREATS,C0027361
C0023977,TREATS,C0030705
C0150544,TREATS,C0043210
C0023977,TREATS,C0205653
C0023977,TREATS,C1457887
C0023977,USES,C0001617
C0023977,USES,C0001645
C0023977,USES,C0015120
C0441640,USES,C0002199
C0023977,USES,C0002598
C0023977,USES,C4086297
C0023977,USES,C0003211
C0023977,USES,C0003280
C0023977,USES,C0038774
C0086388,USES,C0003289
C0023977,USES,C0003299
C0023977,USES,C0004057
C0729338,USES,C0004482
C0023977,USES,C0005064
C0023977,USES,C0007562
C0023977,USES,C0006938
C0023977,USES,C0009079
C1514821,USES,C0010592
C0023977,USES,C0011777
C0023977,USES,C0012544
C0023977,USES,C0012798
C0079278,USES,C0013227
C0023977,USES,C0004434
C0023977,USES,C0014912
C0023977,USES,C0014939
C0023977,USES,C0016365
C0027459,USES,C0018546
C0023977,USES,C1134651
C0023977,USES,C0020402
C0150141,USES,C0020934
C0023977,USES,C0021641
C0561862,USES,C0023570
C0023977,USES,C0023870
C0023977,USES,C0103049
C0023977,USES,C0025598
C0023977,USES,C0005311
C1255664,USES,C0026549
C0023977,USES,C0028040
C0023977,USES,C0028066
C0023977,USES,C0007082|1048|1084|5670
C0023977,USES,C0079856
C0023977,USES,C0030054
C0023977,USES,C0066685
C0023977,USES,C1136247
C1516188,USES,C0039286
C0023977,USES,C0040615
C0023977,USES,C0039644
C0023977,USES,C4018766
C0023977,USES,C0171023
C0023977,USES,C0209738
C0010337,USES,C0242402
C0023977,USES,C3256930
C0023977,USES,C0354604
C0023977,USES,C0358591
C0023977,USES,C0077024
C0023977,USES,C0020592
C0023977,USES,C3714499
C0023981,USES,C0026336
C0037680,USES,C0087111
C0023981,USES,C0184661
C0023985,TREATS,C0337680
C0023992,TREATS,C0009374
C0023992,TREATS,C0011991
C0023992,TREATS,C0030705
C4018766,TREATS,C0034693
C0023992,TREATS,C0277528
C0026078,TREATS,C1527298
C0024002,TREATS,C0003467
C0024002,TREATS,C0003469
C0024002,TREATS,C0007398
C0024002,TREATS,C0011581
C0024002,TREATS,C0752347
C0024002,TREATS,C1861172
C0024002,TREATS,C0014553
C0024002,TREATS,C0009324
C0014964,TREATS,C0030319
C0024002,TREATS,C1516213
C0949117,TREATS,C0033975
C0024002,TREATS,C0742006
C0024002,TREATS,C0349217
C0024002,TREATS,C0042963
C0024002,TREATS,C0018024
C0024002,TREATS,C0238111
C0024002,TREATS,C0270846
C0024027,DISRUPTS,C0018270
C0024027,INHIBITS,C0008377
C0771440,INHIBITS,C0020374
C0024027,INHIBITS,C0030016
C0065148,INHIBITS,C1415615|3156
C0024027,TREATS,C0003850
C0024027,TREATS,C0020443
C0024027,TREATS,C0020473
C0024027,TREATS,C0020474
C5245409,TREATS,C0020476
C0024027,TREATS,C0020557
C0017431,TREATS,C0030705
C0024027,TREATS,C0034693
C0024027,TREATS,C0043388
C0024027,TREATS,C0473527
C0024027,TREATS,C1968804
C0024031,ASSOCIATED_WITH,C0032965
C0024031,ASSOCIATED_WITH,C0158266
C0024047,TREATS,C0858354
C0024056,TREATS,C0221074
C0024056,TREATS,C0030705
C0024056,TREATS,C0391976
C0024056,TREATS,C0036341
C0024056,TREATS,C0267436
C0024057,TREATS,C0033975
C0031463,TREATS,C0036341
C0024075,INTERACTS_WITH,C2717959
C0024075,INTERACTS_WITH,C0012929
C0024100,AUGMENTS,C0162524
C0039597,PRODUCES,C0079189
C0021092,COEXISTS_WITH,C0010674
C0002171,COEXISTS_WITH,C0020542
C1704272,ASSOCIATED_WITH,C0032529
C0024117,COEXISTS_WITH,C0004096
C0024117,COEXISTS_WITH,C0012634
C0024117,COEXISTS_WITH,C0020542
C0024117,COEXISTS_WITH,C0021368
C0024117,COEXISTS_WITH,C0337664
C0041325,COEXISTS_WITH,C0337672
C0948187,COEXISTS_WITH,C5203670
C0024119,USES,C0183441
C0920086,TREATS,C0001675
C0401684,TREATS,C0008059
C0024128,TREATS,C0010674
C0024128,TREATS,C0028778
C0024128,TREATS,C0020542
C0024128,TREATS,C0024115
C0024128,TREATS,C0024117
C0024128,TREATS,C0030705
C0024128,TREATS,C0034069
C0024128,TREATS,C0034693
C0024128,TREATS,C0340708
C0024128,TREATS,C0206062
C1138412,TREATS,C0679247
C0024128,TREATS,C1145670
C0024141,ASSOCIATED_WITH,C0032529
C0343730,ASSOCIATED_WITH,C0678951
C0024141,COEXISTS_WITH,C0002103
C0024141,COEXISTS_WITH,C0339968
C0024141,COEXISTS_WITH,C0085278
C0024586,PRODUCES,C0004358
C0272375,COEXISTS_WITH,C0024141
C0242697,PRODUCES,C0033308
C0024203,TREATS,C0001418
C0024203,TREATS,C0005684
C0024203,TREATS,C0006142
C0001566,TREATS,C0006826
C0024203,TREATS,C0178874
C0024203,TREATS,C4721806
C0024203,TREATS,C0007107
C0024203,TREATS,C0007131
C0024203,TREATS,C0007134
C0024203,TREATS,C1334170
C0010412,TREATS,C0007138
C0024203,TREATS,C0917996
C0024203,TREATS,C0012634
C0024203,TREATS,C0024623
C0024203,TREATS,C0025202
C0024203,TREATS,C0027627
C0024203,TREATS,C0027651
C0024203,TREATS,C0029925
C0024203,TREATS,C0871463
C0024203,TREATS,C3266856
C0007656,TREATS,C0152018
C0192234,TREATS,C0153594
C4526533,TREATS,C0238463
C0024203,TREATS,C0242379
C0024203,TREATS,C0279626
C0024203,TREATS,C0345905
C5420848,TREATS,C0349530
C0024203,TREATS,C0376358
C0024203,TREATS,C0278726
C0024203,TREATS,C0677886
C0024203,TREATS,C0686619
C0024203,TREATS,C0699889
C0024203,TREATS,C0039590
C0024219,USES,C0013227
C0024219,USES,C0028952
C3472347,USES,C0947677
C0024228,COEXISTS_WITH,C0270814
C0024230,TREATS,C0030705
C0035316,INTERACTS_WITH,C0003241
C0024264,INTERACTS_WITH,C0007634
C0024264,INTERACTS_WITH,C0014792
C0024264,INTERACTS_WITH,C0021027
C0024264,INTERACTS_WITH,C1113654
C0025201,INTERACTS_WITH,C0039194
C0024264,INTERACTS_WITH,C0079189
C0024264,INTERACTS_WITH,C0221284
C0005773,INTERACTS_WITH,C0225336
C0024264,INTERACTS_WITH,C0431085
C0024264,PRODUCES,C0003241
C4086001,PRODUCES,C0003320
C0024264,PRODUCES,C0040690|7040
C0024264,PRODUCES,C0021740
C0024264,PRODUCES,C0021740|3458
C0027883,PRODUCES,C0021747
C0024264,PRODUCES,C0072348|5104
C4505192,PRODUCES,C0021756|3558
C0024264,PRODUCES,C0019168
C0024264,PRODUCES,C0021759
C0024264,PRODUCES,C0024297
C0039195,PRODUCES,C0024429
C0024264,PRODUCES,C0034790
C0024264,PRODUCES,C0079189
C0024264,PRODUCES,C0007267
C0872223,PRODUCES,C0384648
C0024264,PRODUCES,C0243044
C0024264,PRODUCES,C0733470|3439
C0024264,PRODUCES,C1332714|920
C0024264,PRODUCES,C1448177|7124
C0024290,USES,C0009924
C0024290,USES,C0021234
C0024290,USES,C0022262
C0024297,STIMULATES,C0024432
C0024299,COEXISTS_WITH,C0001175
C0024299,COEXISTS_WITH,C0012634
C0206647,COEXISTS_WITH,C0027651
C0024299,COEXISTS_WITH,C1527336
C0003417,TREATS,C0034693
C0024337,COEXISTS_WITH,C0019652
C0524889,COEXISTS_WITH,C0033684
C0024337,DISRUPTS,C0018270
C0024337,INTERACTS_WITH,C0002520
C0024337,INTERACTS_WITH,C0007634
C0033602,INTERACTS_WITH,C0012854
C0024337,INTERACTS_WITH,C0033684
C0024337,TREATS,C0085442
C0024337,TREATS,C0014834
C0032936,TREATS,C0020114
C0024337,TREATS,C0015859
C0024337,TREATS,C0028715
C0024337,TREATS,C0030705
C0024337,TREATS,C0034693
C0024337,TREATS,C0039005
C0024339,TREATS,C0021167
C0024340,TREATS,C0948284
C0024349,TREATS,C0030567
C0024432,INTERACTS_WITH,C0003241
C0085820,INTERACTS_WITH,C0004561
C0024432,INTERACTS_WITH,C0007634
C0024432,INTERACTS_WITH,C0014792
C0024432,INTERACTS_WITH,C0036387
C0024432,INTERACTS_WITH,C0036770
C0024432,INTERACTS_WITH,C0000530|51592
C0024432,INTERACTS_WITH,C0537551
C0029418,INTERACTS_WITH,C0023823
C0024432,INTERACTS_WITH,C0024264
C0024432,INTERACTS_WITH,C0001280
C0024432,INTERACTS_WITH,C0027950
C0024432,INTERACTS_WITH,C0029431
C5827917,INTERACTS_WITH,C0039194
C0024432,INTERACTS_WITH,C0084210
C0024432,INTERACTS_WITH,C0079904
C5540451,INTERACTS_WITH,C0085295
C0024432,INTERACTS_WITH,C0206131
C0024432,INTERACTS_WITH,C3179121
C0024432,INTERACTS_WITH,C0334227
C0024432,INTERACTS_WITH,C5673552
C0024432,INTERACTS_WITH,C0431085
C0225369,INTERACTS_WITH,C0597032
C0024432,INTERACTS_WITH,C0029923
C0085080,INTERACTS_WITH,C4330475
C0024432,PRODUCES,C0001734
C0024432,PRODUCES,C0003595|348
C0333843,PRODUCES,C0012472
C0024432,PRODUCES,C0000359
C0024432,PRODUCES,C4278675
C0024432,PRODUCES,C0019630
C0024432,PRODUCES,C0021740
C0024432,PRODUCES,C0021747
C0024432,PRODUCES,C0021753
C0024432,PRODUCES,C5573930
C0009013,PRODUCES,C0021760
C0024432,PRODUCES,C0028128
C0024432,PRODUCES,C0033554
C0024432,PRODUCES,C1336636|7099
C0024432,PRODUCES,C0010868
C0024432,PRODUCES,C1328071
C0024432,PRODUCES,C0040690
C0596508,PRODUCES,C0041368
C0024432,PRODUCES,C0069676
C0024432,PRODUCES,C0071163
C0024432,PRODUCES,C0079633
C0024432,PRODUCES,C0080222|7040
C0024432,PRODUCES,C0085295
C0024432,PRODUCES,C0123759
C0029418,PRODUCES,C0128897
C0024432,PRODUCES,C0080225
C0018207,PRODUCES,C0165519
C0024432,PRODUCES,C0701919
C0024432,PRODUCES,C0597357
C2936411,PRODUCES,C0623362
C0024432,PRODUCES,C0475463
C0024432,PRODUCES,C0733470|3439
C0598117,PRODUCES,C0812246|7124
C0024432,PRODUCES,C1171892|7422
C0024432,PRODUCES,C1448177|7124
C0024432,PRODUCES,C1456820|7124
C0154828,COEXISTS_WITH,C0271183
C0024452,TREATS,C0006444
C0024452,TREATS,C2909036
C0024453,TREATS,C0004623
C0024453,TREATS,C0036982
C0024467,ASSOCIATED_WITH,C0011847
C0024467,ASSOCIATED_WITH,C0011860
C0024467,ASSOCIATED_WITH,C0012634
C0008260,ASSOCIATED_WITH,C0020538
C0002976,ASSOCIATED_WITH,C0022661
C0599745,ASSOCIATED_WITH,C0155626
C0024467,COEXISTS_WITH,C0006675
C0009221,COEXISTS_WITH,C0043047
C0035693,INHIBITS,C0006675
C0024467,INTERACTS_WITH,C0006675
C0024467,STIMULATES,C0006675
C0024467,TREATS,C0024473
C0024467,TREATS,C0029921
C0024467,TREATS,C0007450
C2719430,TREATS,C0024473
C0304509,TREATS,C0151723
C0024476,TREATS,C0009806
C0065767,TREATS,C0013295
C0024476,TREATS,C0013395
C0024476,TREATS,C0014869
C3653122,TREATS,C0017168
C0024476,TREATS,C0017181
C0024476,TREATS,C0018834
C0024476,TREATS,C0022661
C0024476,TREATS,C0024473
C0024476,TREATS,C0025517
C0013232,TREATS,C0030920
C0024476,TREATS,C0038358
C0024476,TREATS,C0040015
C0024477,TREATS,C0476481
C0024477,TREATS,C0013395
C0084183,TREATS,C0020598
C0024477,TREATS,C0024473
C0024477,TREATS,C0029456
C0024477,TREATS,C0011303
C0024477,TREATS,C1299432
C0024477,TREATS,C0026265
C0024480,PREVENTS,C0007789
C0024480,PREVENTS,C0013537
C0024480,TREATS,C0001588
C0040108,TREATS,C0009806
C0024480,TREATS,C0013537
C0024480,TREATS,C0022876
C0024480,TREATS,C0004509
C0024480,TREATS,C0027697
C0024480,TREATS,C0870869
C0024480,TREATS,C0020542
C4519114,TREATS,C0034693
C0024480,TREATS,C0018834
C0033017,TREATS,C0040479
C0050521,TREATS,C0042510
C0024480,TREATS,C0043210
C0024480,TREATS,C0151723
C3273430,TREATS,C0156677
C0024480,TREATS,C0269658
C0024480,TREATS,C0341950
C0024480,TREATS,C0035854
C0024485,TREATS,C0030705
C0024485,USES,C0007009
C0024485,USES,C0009924
C0162734,USES,C0011744
C0024485,USES,C0012963
C0024485,USES,C0242911
C0024485,USES,C0016911
C0040399,USES,C0017112
C5396784,USES,C0020275
C0024485,USES,C0022885
C0024485,USES,C0026040
C0024485,USES,C0026336
C0024485,USES,C3848561
C0024485,USES,C0037473
C0376443,USES,C0037812
C0024485,USES,C0037914
C0024485,USES,C0060240
C0024485,USES,C0060933
C0200125,USES,C0166237
C0024485,USES,C0182400
C0024485,USES,C0183115
C0024485,USES,C1304884
C1304755,USES,C0246249
C0024485,USES,C0282611
C0079104,USES,C0309093
C2748260,USES,C0336660
C0024485,USES,C0386370
C0024485,USES,C0444701
C0024485,USES,C0729631
C0024485,USES,C2825199
C0024485,USES,C1441526
C0024485,USES,C1522485
C0024485,USES,C0006856
C0024485,USES,C1719039
C0877853,USES,C4305789
C0024487,USES,C0303322
C0024487,USES,C0003380
C0024487,USES,C0368993
C0430876,USES,C1519060
C0024487,USES,C1553628
C0024487,USES,C1615057
C0024518,ASSOCIATED_WITH,C0012634
C0024518,INTERACTS_WITH,C0023705
C0024518,INTERACTS_WITH,C0030956
C0024708,INTERACTS_WITH,C0034790
C0024518,STIMULATES,C0039194
C0024530,COEXISTS_WITH,C0002871
C4084597,TREATS,C0030756
C0024547,TREATS,C0030757
C0024547,TREATS,C0034693
C0772203,ASSOCIATED_WITH,C0012634
C0024554,ASSOCIATED_WITH,C0019655
C0024591,ASSOCIATED_WITH,C1153437
C0024591,COEXISTS_WITH,C0278134
C0024623,COEXISTS_WITH,C0006826
C0024623,COEXISTS_WITH,C0014869
C0024643,AUGMENTS,C0023884
C0024643,COEXISTS_WITH,C0064294
C0024643,COEXISTS_WITH,C3273401
C0024643,INHIBITS,C0066535
C0024643,INHIBITS,C0007367
C0024643,INHIBITS,C0387687|1234
C0010815,INHIBITS,C0017822
C0023545,INHIBITS,C0034917
C0369332,INHIBITS,C0038838
C0024643,INTERACTS_WITH,C0310255
C0024643,INTERACTS_WITH,C0023754
C0019053,STIMULATES,C0003402
C0024643,STIMULATES,C0007367
C0024643,STIMULATES,C0017817
C0041986,STIMULATES,C0017822
C0024643,STIMULATES,C0111429
C0024645,INHIBITS,C0007262
C0024645,INTERACTS_WITH,C0034085
C0024671,USES,C0444701
C0024706,AUGMENTS,C0162638
C0024706,COEXISTS_WITH,C3252337
C0024706,STIMULATES,C0700596
C0024706,TREATS,C0262380
C0024706,TREATS,C0030705
C0025575,INHIBITS,C0021880
C0024730,TREATS,C0003460
C0012702,TREATS,C0006114
C0024730,TREATS,C0010674
C0024730,TREATS,C0013604
C0353940,TREATS,C0028840
C0024730,TREATS,C0028961
C0024730,TREATS,C0870602
C0024730,TREATS,C0033845
C0024730,TREATS,C0030362
C0024730,TREATS,C0231225
C0061347,TREATS,C1527311
C0016693,INTERACTS_WITH,C0009630
C0037874,INTERACTS_WITH,C0018909
C0024751,USES,C0025424
C1441526,USES,C1719039
C0024778,TREATS,C0005586
C0077768,TREATS,C0006370
C1882305,TREATS,C0011581
C0024778,TREATS,C0013295
C0889299,TREATS,C0013415
C0024778,TREATS,C0031099
C0304297,TREATS,C0030193
C0024778,TREATS,C4324621
C0024778,TREATS,C0748064
C0024778,TREATS,C2063866
C0024778,TREATS,C0282488
C0024808,INTERACTS_WITH,C5235403
C0024808,TREATS,C0238598
C0885847,TREATS,C0006826
C0024808,TREATS,C0012634
C0066411,TREATS,C0014544
C0024808,TREATS,C3826770
C0024808,TREATS,C0030193
C0082782,TREATS,C0030705
C0024808,TREATS,C0150055
C0060274,TREATS,C0205653
C0024808,TREATS,C1457887
C0024861,PREVENTS,C5203670
C0024861,TREATS,C0008059
C0024861,TREATS,C0748064
C0024861,TREATS,C0267917
C0183894,USES,C0002932
C0182301,USES,C0039717
C0491941,USES,C0042497
C0024861,USES,C0180860
C0336565,USES,C0184252
C0024861,USES,C0182256
C0024861,USES,C3854002
C0024868,USES,C0022023
C0024868,USES,C0185115
C0024868,USES,C1441565
C0024868,USES,C0596607
C0010405,USES,C1511790
