SUBJECT_CUI,PREDICATE,OBJECT_CUI
C0015283,COEXISTS_WITH,C0032961
C0015295,COEXISTS_WITH,C0012854
C0015295,COEXISTS_WITH,C0017337
C0081381,COEXISTS_WITH,C0017428
C0015295,COEXISTS_WITH,C0021920
C0015320,USES,C0026336
C0015320,USES,C0401684
C0015354,TREATS,C0030705
C0015357,TREATS,C0205847
C0015357,TREATS,C0008059
C0015357,TREATS,C0009566
C0015357,TREATS,C0010340
C0015357,TREATS,C0018790
C0015357,TREATS,C0018801
C0015357,TREATS,C0020542
C0015357,TREATS,C0728836
C0015357,TREATS,C0205653
C0015357,TREATS,C0027059
C0015357,TREATS,C0030705
C0015357,TREATS,C0032285
C0015357,TREATS,C4087225
C0015357,TREATS,C0035222
C0015357,TREATS,C0036690
C0015357,TREATS,C0017181
C1519578,TREATS,C0036980
C0015357,TREATS,C0036983
C0015357,TREATS,C0043251
C0441503,TREATS,C0206194
C0015357,TREATS,C0235833
C0015357,TREATS,C0030790
C0015357,TREATS,C0349412
C4526524,TREATS,C0521648
C0015357,TREATS,C0700292
C0015357,TREATS,C1145670
C0853389,TREATS,C1175175
C0015357,TREATS,C1257890
C0015357,TREATS,C1444565
C1881494,TREATS,C5203670
C0015357,TREATS,C5419624
C0015359,TREATS,C0008059
C0015359,TREATS,C0022650
C0015359,TREATS,C0023869
C0015359,TREATS,C0030705
C0015359,TREATS,C0041952
C0029189,TREATS,C0042018
C4745259,TREATS,C0149521
C0015359,TREATS,C0341492
C0015359,TREATS,C0392525
C0015359,TREATS,C0162557
C4521226,USES,C0181670
C0015376,COEXISTS_WITH,C0456065
C1395184,COEXISTS_WITH,C0021368
C0015376,COEXISTS_WITH,C0027651
C3203358,COEXISTS_WITH,C0221198
C0027686,COEXISTS_WITH,C0332853
C0015376,COEXISTS_WITH,C0333262
C0015413,COEXISTS_WITH,C0004048
C0221839,TREATS,C0008059
C0015421,TREATS,C0030848
C0005846,TREATS,C0030705
C0015421,USES,C0009622
C0015421,USES,C0016327
C0015421,USES,C0180153
C0015421,USES,C0180860
C0015421,USES,C0024940
C0015491,ASSOCIATED_WITH,C0008533
C0770232,TREATS,C0008533
C0015491,TREATS,C0026809
C0015491,TREATS,C0030705
C0015494,STIMULATES,C0015518
C0015502,TREATS,C0008533
C0015502,TREATS,C0007194
C0015502,TREATS,C0022570
C0015502,TREATS,C0040015
C0015505,INTERACTS_WITH,C0040048
C0015505,STIMULATES,C0015518
C0035379,TREATS,C0019080
C0015505,TREATS,C0030705
C0015505,TREATS,C0022729
C0015506,ASSOCIATED_WITH,C0019069
C0015506,INTERACTS_WITH,C0042971
C0015506,TREATS,C0015503
C0015506,TREATS,C0019069
C0015506,TREATS,C0019080
C0015506,TREATS,C0026809
C0015506,TREATS,C0030705
C0015506,TREATS,C0042974
C0015506,TREATS,C0238607
C0015506,TREATS,C0272322
C0015506,TREATS,C0684275
C0015506|1351,TREATS,C0019069
C0015506|1351,TREATS,C0030705
C0961814,ASSOCIATED_WITH,C0042974
C0015518,TREATS,C0019080
C1738934,STIMULATES,C0033706
C0015524,STIMULATES,C0015491
C0015528,TREATS,C0019080
C0015528,TREATS,C0030705
C0015535,TREATS,C0030705
C0015535,USES,C0026336
C0007269,STIMULATES,C0014442
C0015540,STIMULATES,C0017730
C0015540,STIMULATES,C0008328
C0015576,INTERACTS_WITH,C0015671
C0015576,INTERACTS_WITH,C0020114
C0015576,INTERACTS_WITH,C0026591
C0015576,INTERACTS_WITH,C0027361
C0015576,INTERACTS_WITH,C0015576
C0015576,INTERACTS_WITH,C0030705
C0015576,INTERACTS_WITH,C0086279
C0015576,INTERACTS_WITH,C1709854
C0015576,INTERACTS_WITH,C0085537
C0015576,INTERACTS_WITH,C0086282
C0020052,INTERACTS_WITH,C0237401
C0015576,INTERACTS_WITH,C0679670
C0015576,INTERACTS_WITH,C0680022
C0015576,INTERACTS_WITH,C1257890
C0030551,USES,C0008902
C0015576,USES,C0026336
C0015576,USES,C0175718
C0015576,USES,C0182400
C0015576,USES,C0183210
C0015576,USES,C0025071
C0037047,USES,C0441729
C0015576,USES,C0441730
C0015576,USES,C0441731
C0015576,USES,C0441932
C0015576,USES,C0449560
C0015576,USES,C0450240
C0086279,USES,C1524073
C0015576,USES,C1517886
C0015618,TREATS,C0003125
C0021885,TREATS,C0205653
C0015620,INHIBITS,C0034815
C0036444,TREATS,C0013295
C0015620,TREATS,C0013395
C0015620,TREATS,C0014869
C0015620,TREATS,C0017168
C0015620,TREATS,C0018834
C0015620,TREATS,C0030705
C0015620,TREATS,C0038358
C0015620,TREATS,C0042109
C0015620,TREATS,C0043515
C0015620,TREATS,C0013100
C0015620,TREATS,C0010054
C0015625,COEXISTS_WITH,C0678236
C0015644,ASSOCIATED_WITH,C0002736
C0015663,COEXISTS_WITH,C0012634
C0015663,COEXISTS_WITH,C0028754
C0015667,TREATS,C0029921
C0015667,TREATS,C0600688
C0015671,INTERACTS_WITH,C0015671
C0015671,INTERACTS_WITH,C0010222
C0015671,INTERACTS_WITH,C0030551
C0015672,ASSOCIATED_WITH,C0003873
C0015672,ASSOCIATED_WITH,C0008312
C0015672,ASSOCIATED_WITH,C0008679
C0015672,ASSOCIATED_WITH,C0003851
C0015672,ASSOCIATED_WITH,C0015674
C0015672,ASSOCIATED_WITH,C0016053
C0015672,ASSOCIATED_WITH,C0021390
C0015672,ASSOCIATED_WITH,C0024117
C0752303,ASSOCIATED_WITH,C0024141
C0015672,ASSOCIATED_WITH,C0026769
C0015672,ASSOCIATED_WITH,C0030567
C0015672,ASSOCIATED_WITH,C0036202
C0015672,ASSOCIATED_WITH,C0037317
C0015672,ASSOCIATED_WITH,C0276725
C0232607,ASSOCIATED_WITH,C0151449
C0015672,COEXISTS_WITH,C0030193
C0015672,COEXISTS_WITH,C0344315
C0006625,COEXISTS_WITH,C1457887
C0015672,COEXISTS_WITH,C0867389
C0015683,ASSOCIATED_WITH,C0006826
C0015683,INTERACTS_WITH,C0178645
C0015684,ASSOCIATED_WITH,C0011847
C0032136,ASSOCIATED_WITH,C0011860
C0015684,ASSOCIATED_WITH,C0012634
C0037906,ASSOCIATED_WITH,C0021368
C0015684,ASSOCIATED_WITH,C0039483
C0015684,AUGMENTS,C0042774
C0015684,COEXISTS_WITH,C0008387
C0015684,COEXISTS_WITH,C4524315
C0012264,COEXISTS_WITH,C0017337
C0015684,COEXISTS_WITH,C0023779
C0015684,COEXISTS_WITH,C0028908
C0015684,COEXISTS_WITH,C0031617
C0015684,COEXISTS_WITH,C0031676
C0015684,COEXISTS_WITH,C0041004
C0015684,COEXISTS_WITH,C0043047
C0015684,COEXISTS_WITH,C0991850
C0178555,DISRUPTS,C0018270
C0027908,INTERACTS_WITH,C0008377
C0015684,INTERACTS_WITH,C0963088
C0015684,INTERACTS_WITH,C2934193
C0015684,INTERACTS_WITH,C0023779
C0949639,INTERACTS_WITH,C0031676
C0015684,INTERACTS_WITH,C0033684
C0015684,INTERACTS_WITH,C0041004
C0015684,STIMULATES,C0023779
C0024645,STIMULATES,C0041004
C0015684,STIMULATES,C0166418
C0947677,ASSOCIATED_WITH,C0011860
C0015688,ASSOCIATED_WITH,C0021655
C0015688,ASSOCIATED_WITH,C0028754
C0015688,AUGMENTS,C0007634
C0015688,AUGMENTS,C0162638
C0015688,COEXISTS_WITH,C0017725
C0015688,COEXISTS_WITH,C0023779
C0023810,COEXISTS_WITH,C0028908
C0056060,COEXISTS_WITH,C0041004
C0015688,DISRUPTS,C0023796
C0015688,INHIBITS,C0017725
C0015688,INHIBITS,C0021641
C0015688,INTERACTS_WITH,C0017725
C0015688,INTERACTS_WITH,C0021641
C0015688,INTERACTS_WITH,C0023779
C0015688,INTERACTS_WITH,C3494264
C0031610,STIMULATES,C0017725
C0015690,STIMULATES,C0023779
C0015688,STIMULATES,C0015689
C0949645,ASSOCIATED_WITH,C0007222
C0009221,ASSOCIATED_WITH,C0012634
C0015689,COEXISTS_WITH,C4719440
C0015689,COEXISTS_WITH,C0031676
C0015689,INHIBITS,C0041004
C0015684,PREVENTS,C0007222
C0015689,PREVENTS,C0021368
C0015689,TREATS,C0008059
C0015689,TREATS,C0012634
C0015689,TREATS,C0020114
C0015689,TREATS,C0020557
C0015689,TREATS,C0021368
C0015689,TREATS,C0026809
C0015689,TREATS,C0027361
C0015689,TREATS,C0030705
C0015689,TREATS,C0034693
C0015689,TREATS,C0043210
C0015690,COEXISTS_WITH,C0023779
C0028910,COEXISTS_WITH,C0031676
C0015695,COEXISTS_WITH,C0011860
C0015695,COEXISTS_WITH,C0276653
C0015695,COEXISTS_WITH,C0021655
C0015695,COEXISTS_WITH,C0028754
C0015695,COEXISTS_WITH,C0400966
C0015695,COEXISTS_WITH,C0524910
C0015697,COEXISTS_WITH,C0333463
C0015733,ASSOCIATED_WITH,C0439663
C0772396,TREATS,C0002963
C0025051,TREATS,C0020538
C0732569,TREATS,C0030705
C0015772,TREATS,C0034693
C0015780,ASSOCIATED_WITH,C0012634
C0015780,ASSOCIATED_WITH,C0020538
C0015780,ASSOCIATED_WITH,C0028754
C0015821,TREATS,C0026946
C0015821,TREATS,C0700345
C0015824,TREATS,C0917801
C0015824,TREATS,C0003811
C0015824,TREATS,C0002390
C0015827,TREATS,C0004352
C0015827,TREATS,C0038436
C0015827,TREATS,C0028754
C0015827,TREATS,C0030705
C0015827,TREATS,C0034693
C0700447,TREATS,C0751122
C0015837,TREATS,C0036454
C0015837,TREATS,C0029408
C0015837,TREATS,C0036396
C0084572,TREATS,C0004096
C0015840,TREATS,C0030705
C0251504,COEXISTS_WITH,C0030054
C0015846,PREVENTS,C0030193
C0015846,STIMULATES,C0066908
C0015846,TREATS,C0028829
C0028053,TREATS,C0012984
C0015846,TREATS,C0021289
C0015846,TREATS,C0026809
C0015846,TREATS,C0030193
C0015846,TREATS,C0030201
C0015846,TREATS,C0030705
C0015846,TREATS,C0034693
C0015846,TREATS,C0150055
C0244672,TREATS,C0278134
C0015846,TREATS,C0234131
C0015846,TREATS,C0151786
C0015846,TREATS,C0600097
C0015846,TREATS,C1135120
C0015846,TREATS,C2215257
C0015879,ASSOCIATED_WITH,C0012634
C0529330,COEXISTS_WITH,C0302583
C4519229,INHIBITS,C0302583
C0012940,INTERACTS_WITH,C0302583
C0015879,PRODUCES,C0302583
C0036825,STIMULATES,C0302583
C0764105,TREATS,C0008059
C0015879,TREATS,C0238607
C0015879,TREATS,C0043210
C0015879,TREATS,C0013371
C0015895,ASSOCIATED_WITH,C0742006
C0033274,ASSOCIATED_WITH,C0028754
C0015895,COEXISTS_WITH,C0006147
C0015895,COEXISTS_WITH,C0231800
C0015895,COEXISTS_WITH,C0025558
C0596807,COEXISTS_WITH,C0032961
C0015895,COEXISTS_WITH,C0871470
C0015895,COEXISTS_WITH,C1260875
C0015895,PRODUCES,C0680063
C0015914,COEXISTS_WITH,C0013936
C0015915,TREATS,C0010222
C0679804,TREATS,C0014175
C0015915,TREATS,C0021359
C0844334,TREATS,C0021361
C0015915,TREATS,C0021364
C0015915,TREATS,C0025266
C0015915,TREATS,C0030705
C0015915,TREATS,C0032460
C0015915,TREATS,C0043210
C0015915,TREATS,C0041582
C0015934,COEXISTS_WITH,C0032914
C0015936,ASSOCIATED_WITH,C0002895
C0015936,ASSOCIATED_WITH,C0221757
C0015946,COEXISTS_WITH,C0032961
C0015967,ASSOCIATED_WITH,C0012634
C0015967,ASSOCIATED_WITH,C5203670
C0015967,COEXISTS_WITH,C0000737
C0015967,COEXISTS_WITH,C0011991
C0015967,COEXISTS_WITH,C0012634
C0015967,COEXISTS_WITH,C0015230
C0015967,COEXISTS_WITH,C0021311
C0013428,COEXISTS_WITH,C0024291
C0015967,COEXISTS_WITH,C0027947
C0015967,COEXISTS_WITH,C0030193
C0015967,COEXISTS_WITH,C0036572
C0015967,COEXISTS_WITH,C0474368
C0015967,COEXISTS_WITH,C0085077
C0234233,COEXISTS_WITH,C0150312
C0600097,COEXISTS_WITH,C0398367
C0015967,COEXISTS_WITH,C1457887
C0075278,ASSOCIATED_WITH,C0026769
C0015980,TREATS,C0026769
C0015980,TREATS,C0026809
C0015980,TREATS,C0030705
C0015980,TREATS,C0524910
C0015980|3439,TREATS,C0026769
C0015980|3439,TREATS,C0026809
C0017789,TREATS,C0030705
C0171302,ASSOCIATED_WITH,C0087086
C0015982,INTERACTS_WITH,C0032143
C0015982,INTERACTS_WITH,C0003595|348
C0244713,STIMULATES,C0032140|5340
C0087161,TREATS,C0030705
C0016004,PREVENTS,C0262627
C0016004,TREATS,C0870602
C0887943,TREATS,C0205929
C0016006,ASSOCIATED_WITH,C0007222
C0669516|6647,ASSOCIATED_WITH,C0012634
C0016006,INTERACTS_WITH,C0005821
C0016006,INTERACTS_WITH,C0015982
C0016006,INTERACTS_WITH,C1367731|5599
C0016006,INTERACTS_WITH,C1564907
C0016006,INTERACTS_WITH,C0597357
C0016006,TREATS,C0001733
C0016006,TREATS,C0032787
C0016006,TREATS,C0030705
C0016011,INTERACTS_WITH,C4278463
C0016016,INTERACTS_WITH,C0015982
C0016016,STIMULATES,C0032140|5340
C0016016,TREATS,C0030705
C0016018,TREATS,C0027051
C0016018,TREATS,C4304779
C0016018,TREATS,C1563937
C0016018,TREATS,C1142110
C0016018,TREATS,C0002792
C0016018,TREATS,C0087086
C1456557,TREATS,C0155626
C0530801,TREATS,C0751956
C0003308,TREATS,C0948008
C0016026,AUGMENTS,C0018270
C0016026,AUGMENTS,C0025485
C0043317,AUGMENTS,C0302600
C0016026,INTERACTS_WITH,C0007634
C0016026,INTERACTS_WITH,C0060369
C0016026,STIMULATES,C0007634
C0016026,STIMULATES,C0752312
C0016030,INTERACTS_WITH,C0007634
C0016030,INTERACTS_WITH,C0009325
C0815004,INTERACTS_WITH,C0014597
C0016030,INTERACTS_WITH,C5561491
C0016030,INTERACTS_WITH,C0022567
C0039198,INTERACTS_WITH,C0024432
C0016030,INTERACTS_WITH,C4505192
C0016030,INTERACTS_WITH,C1826825|79651
C0016030,INTERACTS_WITH,C0079189
C0016030,INTERACTS_WITH,C0080222|7040
C0016030,INTERACTS_WITH,C0206131
C0016030,INTERACTS_WITH,C0225360
C0016030,INTERACTS_WITH,C0225828
C0016030,INTERACTS_WITH,C0334227
C0016030,INTERACTS_WITH,C0431085
C0016030,PRODUCES,C0002240
C0016030,PRODUCES,C0009325
C0016030,PRODUCES,C0012472
C0016030,PRODUCES,C5389885
C0016030,PRODUCES,C0597508
C0016030,PRODUCES,C0018284
C0016030,PRODUCES,C0020196
C0009013,PRODUCES,C0021760
C0014792,PRODUCES,C0027754|4803
C0016030,PRODUCES,C0033235
C0016030,PRODUCES,C0699251|7504|22861
C0016030,PRODUCES,C0035696
C0016030,PRODUCES,C0040690
C3179121,PRODUCES,C0041455
C0016030,PRODUCES,C0062534|3082
C0016030,PRODUCES,C0079189
C0016030,PRODUCES,C0079323
C0016030,PRODUCES,C0079633
C0016030,PRODUCES,C0080222|7040
C0016030,PRODUCES,C1617068
C0312737,PRODUCES,C0162745
C0016030,PRODUCES,C0033846
C0016030,PRODUCES,C0172537
C0016030,PRODUCES,C0282554
C0016030,PRODUCES,C0597357
C0016030,PRODUCES,C0623362
C0016030,PRODUCES,C0813622
C0016030,PRODUCES,C1171892|7422
C0016030,PRODUCES,C1448132|3643
C0040018,ASSOCIATED_WITH,C0001511
C0016055,ASSOCIATED_WITH,C0012634
C0016055,ASSOCIATED_WITH,C0027651
C0016055,AUGMENTS,C0001511
C0009630,AUGMENTS,C0007577
C0016055,AUGMENTS,C0007608
C0016055,DISRUPTS,C0001511
C0016055,INTERACTS_WITH,C0009013
C0016055,INTERACTS_WITH,C0206128
C0016055,INTERACTS_WITH,C0016030
C0016055,INTERACTS_WITH,C0017237
C0016055,INTERACTS_WITH,C0021701
C0167627,STIMULATES,C0007634
C0056889|1080,STIMULATES,C0016030
C0016055,STIMULATES,C1149069
C0016055,STIMULATES,C0001899
C0023869,ASSOCIATED_WITH,C0009325
C0016059,ASSOCIATED_WITH,C0538161
C0016059,COEXISTS_WITH,C1261256
C0016059,COEXISTS_WITH,C0004238
C0016059,COEXISTS_WITH,C0004364
C0236964,COEXISTS_WITH,C0007193
C0152254,COEXISTS_WITH,C0007194
C0016059,COEXISTS_WITH,C0008679
C1608322,COEXISTS_WITH,C0009566
C0016059,COEXISTS_WITH,C0009782
C0016059,COEXISTS_WITH,C0342827
C0206366,COEXISTS_WITH,C0011644
C0220981,COEXISTS_WITH,C0011847
C0016059,COEXISTS_WITH,C0019243
C0016059,COEXISTS_WITH,C0011881
C0016059,COEXISTS_WITH,C0034013
C0016059,COEXISTS_WITH,C0018801
C0025345,COEXISTS_WITH,C0019196
C0016059,COEXISTS_WITH,C0019204
C0600228,COEXISTS_WITH,C0020538
C0032987,COEXISTS_WITH,C0021368
C0016059,COEXISTS_WITH,C0162872
C0016059,COEXISTS_WITH,C0022658
C0042024,COEXISTS_WITH,C0022661
C0016059,COEXISTS_WITH,C0023895
C0016059,COEXISTS_WITH,C0026718
C0016059,COEXISTS_WITH,C0854776
C0016059,COEXISTS_WITH,C0028754
C0016059,COEXISTS_WITH,C0238013
C0016059,COEXISTS_WITH,C0085786
C0016059,COEXISTS_WITH,C0149521
C0016059,COEXISTS_WITH,C0151317
C0016059,COEXISTS_WITH,C0152254
C0016059,COEXISTS_WITH,C0175677
C0016059,COEXISTS_WITH,C0206062
C0016059,COEXISTS_WITH,C0020505
C0016059,COEXISTS_WITH,C0235974
C0016059,COEXISTS_WITH,C0341439
C0016059,COEXISTS_WITH,C0400966
C0016059,COEXISTS_WITH,C0524909
C0016059,COEXISTS_WITH,C0524910
C0018924,COEXISTS_WITH,C0678236
C0016059,COEXISTS_WITH,C0018128
C0221247,COEXISTS_WITH,C0878544
C0016059,COEXISTS_WITH,C0878674
C0016059,COEXISTS_WITH,C1335302
C0016059,COEXISTS_WITH,C1956346
C0016107,USES,C0001275
C0016107,USES,C0982395
C0016107,USES,C0009968
C1141947,USES,C0028101
C0016107,USES,C0040238
C0016107,USES,C0043047
C0696215,USES,C0074343
C0016107,USES,C0180860
C0016107,USES,C0728475
C0034953,USES,C0907648
C0016143,TREATS,C0006434
C0016143,TREATS,C0030705
C0016143,TREATS,C0032343
C0016143,TREATS,C0175677
C0016157,COEXISTS_WITH,C0000545
C0016157,COEXISTS_WITH,C0012968
C0016157,COEXISTS_WITH,C0015689
C0016157,INHIBITS,C0041004
C0016157,TREATS,C0003873
C0016157,TREATS,C0015674
C0016157,TREATS,C0020538
C0016157,TREATS,C0020557
C3255999,TREATS,C0026809
C0016157,TREATS,C0030705
C0016157,TREATS,C0034693
C0016163,INTERACTS_WITH,C0023047
C0016163,INTERACTS_WITH,C0030498
C0016169,COEXISTS_WITH,C0010346
C0016194,STIMULATES,C0966553
C0016213,STIMULATES,C0014442
C0016213,STIMULATES,C0020364
C0016213,STIMULATES,C0030016
C0016213,STIMULATES,C0040085
C4744354,STIMULATES,C0051179
C0016213,STIMULATES,C0242417
C0016225,TREATS,C0013428
C0016225,TREATS,C0019348
C0211011,TREATS,C0042024
C0016225,TREATS,C0085606
C0016225,TREATS,C0333519
C0016229,TREATS,C0003811
C0016229,TREATS,C0003492
C0016229,TREATS,C0030705
C0016229,TREATS,C0039240
C0016229,TREATS,C0042514
C0982038,TREATS,C0085612
C0016229,TREATS,C0235480
C0016229,TREATS,C0741292
C0016244,USES,C0005018
C0016245,TREATS,C0184567
C0016263,USES,C0003241
C0016263,USES,C0003242
C0016263,USES,C1690432
C0016263,USES,C0013343
C0599417,USES,C0014441
C0016263,USES,C0016321
C0016263,USES,C0378335
C0016263,USES,C0034838
C0016263,USES,C0080223|10678|146712
C0016263,USES,C0079603
C0016263,USES,C0085216
C0016263,USES,C0182400
C0016263,USES,C0060916
C0016263,USES,C1441604
C0678647,USES,C1510438
C0016263,USES,C0042200
C0016267,TREATS,C0004623
C0016267,TREATS,C0030705
C0016277,DISRUPTS,C0018270
C0016277,PREVENTS,C0026946
C0016277,TREATS,C0005716
C0016277,TREATS,C0700359
C0016277,TREATS,C0392445
C0016277,TREATS,C0014358
C0016277,TREATS,C0006849
C0282108,TREATS,C0009186
C0016277,TREATS,C0019655
C0016277,TREATS,C0149756
C0016277,TREATS,C0026809
C0016277,TREATS,C0009447
C0016277,TREATS,C5239544
C0016277,TREATS,C1384641
C0016277,TREATS,C0040261
C0016277,TREATS,C0406632
C0016277,TREATS,C0085082
C0016277,TREATS,C0014118
C0016277,TREATS,C0153252
C0016277,TREATS,C0162526
C0016277,TREATS,C0239295
C0016277,TREATS,C0349009
C0063242,TREATS,C0700345
C0073226,TREATS,C0877445
C0016277,TREATS,C0919659
C0016278,INTERACTS_WITH,C0016360
C0016278,TREATS,C0004030
C5139850,TREATS,C0006840
C5421141,TREATS,C0008582
C0016278,TREATS,C0042341
C0016278,TREATS,C0030705
C0016278,TREATS,C0085436
C0016278,TREATS,C0162526
C0016280,TREATS,C0001403
C0016280,TREATS,C0001622
C0939876,TREATS,C0030705
C0016282,TREATS,C0030193
C0016286,TREATS,C0021270
C0016286,TREATS,C0030705
C0016286,TREATS,C0036690
C0016286,USES,C0056562
C0016293,INTERACTS_WITH,C0005064
C1313616,TREATS,C0013221
C0016293,TREATS,C0264716
C0016293,TREATS,C0029944
C0016293,TREATS,C0700061
C0016294,TREATS,C0011615
C0009077,TREATS,C0011616
C0016294,TREATS,C0011974
C0016294,TREATS,C0013595
C0016294,TREATS,C0015230
C0016294,TREATS,C0585442
C0016294,TREATS,C0029878
C0016294,TREATS,C0029895
C0016294,TREATS,C0018991
C1136169,TREATS,C0033777
C0016294,TREATS,C0033860
C0016294,TREATS,C0036508
C0016294,TREATS,C0037274
C0016294,TREATS,C2215257
C0016294,TREATS,C0085074
C0010583,TREATS,C0149922
C0016294,TREATS,C0406317
C0006976,TREATS,C0406326
C0016295,TREATS,C0030705
C0025938,TREATS,C0034693
C0016295,TREATS,C0153225
C0016296,TREATS,C0751249
C0546868,TREATS,C0008526
C0016298,TREATS,C0155773
C0016298,TREATS,C0220989
C0016298,TREATS,C0338437
C0242525,TREATS,C0015456
C0016298,TREATS,C0016509
C0700499,TREATS,C0018567
C0016298,TREATS,C0021368
C0016298,TREATS,C1847540
C0016298,TREATS,C0024138
C0016298,TREATS,C0025218
C0016298,TREATS,C0033774
C0016298,TREATS,C0033775
C4078312,TREATS,C0033777
C0073999,TREATS,C0033860
C0016298,TREATS,C0036271
C0724676,TREATS,C0036508
C0016298,TREATS,C0020565
C0016298,TREATS,C0085074
C0016298,TREATS,C0149922
C0700563,TREATS,C0406317
C0016298,TREATS,C0406326
C0016298,TREATS,C0423775
C0016299,TREATS,C0011615
C0016299,TREATS,C0011616
C0016299,TREATS,C0015230
C0016299,TREATS,C0015456
C0016299,TREATS,C0016509
C0016299,TREATS,C0007786
C0016299,TREATS,C0021368
C0016299,TREATS,C0023219
C0016299,TREATS,C0024138
C0016299,TREATS,C0033774
C0016299,TREATS,C0751188
C0016299,TREATS,C0033777
C0016299,TREATS,C0036271
C0016299,TREATS,C0036508
C0016299,TREATS,C0041834
C0016299,TREATS,C0271454
C0016299,TREATS,C0149922
C0016299,TREATS,C0406317
C0063033,TREATS,C0406326
C0016299,TREATS,C3875321
C0016301,TREATS,C0037274
C0016302,TREATS,C0037274
C0016304,TREATS,C0034494
C0016313,USES,C0392288
C0016316,USES,C0060520
C0016318,USES,C0003241
C0016318,USES,C0003250
C0016321,INTERACTS_WITH,C0022023
C0016327,ASSOCIATED_WITH,C0042135
C0016327,ASSOCIATED_WITH,C0039103
C0016327,AUGMENTS,C1151015
C4689423,COEXISTS_WITH,C0043047
C0036085,COEXISTS_WITH,C1550678
C0016327,DISRUPTS,C0153216
C0016327,DISRUPTS,C0011304
C0016327,PREVENTS,C0011334
C0016327,PREVENTS,C0333519
C0016327,PREVENTS,C0700185
C0008203,STIMULATES,C0001492
C0016327,TREATS,C0008059
C0016327,TREATS,C0011334
C0042305,TREATS,C0029456
C0016327,TREATS,C0030705
C0016327,TREATS,C0034693
C0020746,TREATS,C0333463
C0016327,TREATS,C0333519
C0016330,COEXISTS_WITH,C0043047
C0016330,TREATS,C0162820
C0016343,TREATS,C0009404
C0016343,TREATS,C0030705
C1453933,TREATS,C0038356
C0909839,TREATS,C0345904
C0016343,TREATS,C1306632
C0016351,TREATS,C0206141
C0016351,TREATS,C0009766
C0016351,TREATS,C1861172
C0016351,TREATS,C0949691
C0016351,TREATS,C0010543
C0016351,TREATS,C0021368
C0016351,TREATS,C0022073
C0016351,TREATS,C0020626
C0016351,TREATS,C0013264
C0016351,TREATS,C0035854
C0078375,TREATS,C0042164
C0016351,TREATS,C0423234
C0016351,TREATS,C1275687
C0016360,ASSOCIATED_WITH,C0877373
C0016360,AUGMENTS,C0007634
C0016360,AUGMENTS,C0162638
C0016360,AUGMENTS,C0596402
C4688584,COEXISTS_WITH,C0008838
C0016360,COEXISTS_WITH,C0023413
C0016360,COEXISTS_WITH,C0069717
C0016360,COEXISTS_WITH,C0544357
C0016360,DISRUPTS,C0007595
C4083210,DISRUPTS,C0007634
C0016360,DISRUPTS,C0018270
C0016360,DISRUPTS,C1325889
C0016360,DISRUPTS,C0598934
C0016360,INHIBITS,C0040085
C0016360,INTERACTS_WITH,C0013227
C0016360,PREVENTS,C0600688
C5678686,STIMULATES,C0079419|7157
C0039959,TREATS,C0001418
C0016360,TREATS,C1299240
C0016360,TREATS,C0006826
C0599013,TREATS,C0007097
C0016360,TREATS,C0007102
C0045093,TREATS,C0007113
C0016360,TREATS,C0007131
C0059985,TREATS,C0007137
C0016360,TREATS,C0205768
C0016360,TREATS,C0009402
C0016360,TREATS,C0023440
C0016360,TREATS,C0018671
C0016360,TREATS,C0019204
C0001480,TREATS,C0022548
C0016360,TREATS,C0153290
C0016360,TREATS,C0022602
C0016360,TREATS,C0014121
C0016360,TREATS,C0026809
C0016360,TREATS,C0027627
C0016360,TREATS,C0027651
C0016360,TREATS,C0855197
C0016360,TREATS,C0030705
C5455443,TREATS,C0034693
C0016360,TREATS,C0034885
C0016360,TREATS,C0038356
C0016360,TREATS,C0043210
C0016360,TREATS,C0152018
C0016360,TREATS,C0235974
C0016360,TREATS,C0278488
C0016360,TREATS,C0206695
C0016360,TREATS,C0280100
C0016360,TREATS,C0030757
C0016360,TREATS,C0494165
C0016360,TREATS,C0600688
C0016360,TREATS,C0746336
C0016360,TREATS,C2986665
C0016360,TREATS,C0699791
C0016360,TREATS,C1704436
C0016360,TREATS,C0877373
C0016360,TREATS,C0948380
C0016360,TREATS,C1282500
C0016360,TREATS,C1384494
C0016360,TREATS,C1458155
C0016360,TREATS,C1516213
C0016360,TREATS,C1527249
C0016360,TREATS,C4744723
C0016365,COEXISTS_WITH,C0544357
C0016365,DISRUPTS,C0597675
C0016365,DISRUPTS,C0599702
C0016365,INHIBITS,C0036751
C0771375,INHIBITS,C0231441
C0016365,INTERACTS_WITH,C0003289
C2720023,INTERACTS_WITH,C0036751
C0016365,STIMULATES,C0036751
C0031470,TREATS,C0005587
C0016365,TREATS,C0424166
C0016365,TREATS,C0008059
C0016365,TREATS,C0011581
C0016365,TREATS,C0039005
C0016365,TREATS,C0028768
C0016365,TREATS,C0029921
C0016365,TREATS,C0025362
C0016365,TREATS,C0030705
C0016365,TREATS,C0034693
C0016365,TREATS,C0150775
C0039871,TREATS,C0205653
C0008466,TREATS,C0520676
C0016365,TREATS,C1269683
C0770909,TREATS,C1457887
C0016365,TREATS,C2267227
C0016366,TREATS,C0002994
C0016366,TREATS,C0010417
C0766326,TREATS,C0020619
C0016366,TREATS,C0022735
C0016366,TREATS,C0028326
C0016366,TREATS,C0333165
C0016366,TREATS,C0151721
