PMID,Title,Authors,Source,PubDate,DOI,Volume,Issue,Pages,URL,Abstract
34055630,Carnosol Is a Novel Inhibitor of p300 Acetyltransferase in Breast Cancer.,"Alsamri H, Hasasna HE, Baby B, Alneyadi A, Dhaheri YA, Ayoub MA, Eid AH, Vijayan R, Iratni R",Front Oncol. 2021 May 13;11:664403. doi: 10.3389/fonc.2021.664403. eCollection 2021.,2021,10.3389/fonc.2021.664403 664403,11,,664403,https://pubmed.ncbi.nlm.nih.gov/34055630,"Carnosol, a natural polyphenol abundant in edible plants such as sage, rosemary, and oregano, has shown promising anticancer activity against various types of cancers. Nonetheless, very little is known about its molecular mechanism of action or its downstream target(s). We have previously shown that carnosol inhibits cellular proliferation, migration, invasion, and metastasis as well as triggers autophagy and apoptosis in the highly invasive MDA-MB-231 breast cancer cells. Here, we report that carnosol induces histone hypoacetylation in MDA-MB-231 and Hs578T breast cancer cells. We show that, while carnosol does not affect HDACs, it promotes a ROS-dependent proteasome degradation of p300 and PCAF histone acetyl transferases (HATs) without affecting other HATs such as GCN5 and hMOF. Carnosol-induced histone hypoacetylation remains persistent even when p300 and PCAF protein levels were rescued from degradation by (i) the inhibition of the proteasome activity by the proteasome inhibitors MG-132 and bortezomib, and (ii) the inhibition of ROS accumulation by the ROS scavenger, N-acetylcysteine. In addition, we report that, in a cell-free system, carnosol efficiently inhibits histone acetyltransferase activity of recombinant p300 but not that of PCAF or GCN5. Molecular docking studies reveal that carnosol inhibits p300 HAT activity by blocking the entry of the acetyl-CoA binding pocket of the catalytic domain. The superimposition of the docked conformation of the p300 HAT domain in complex with carnosol shows a similar orientation as the p300 structure with acetyl-CoA. Carnosol occupies the region where the pantetheine arm of the acetyl-CoA is bound. This study further confirms carnosol as a promising anti-breast cancer therapeutic compound and identifies it as a novel natural p300 inhibitor that could be added to the existing panel of inhibitors."
34006448,Blockage of the JAK/STAT3 signaling pathway in multiple myeloma by leelamine.,"Jung YY, Um JY, Nasif O, Alharbi SA, Sethi G, Ahn KS",Phytomedicine. 2021 Jul;87:153574. doi: 10.1016/j.phymed.2021.153574. Epub 2021 Apr 15.,2021 Jul,S0944-7113(21)00116-1 [pii] 10.1016/j.phymed.2021.153574,87,,153574,https://pubmed.ncbi.nlm.nih.gov/34006448,"BACKGROUND: Leelamine (LEE) is a lipophilic diterpene amine phytochemical, which can be naturally extracted from pine's bark trees. It has been extensively studied recently for its promising chemopreventive and anti-cancer effects against various cancers such as that of prostate and breast. HYPOTHESIS: We examined the potential impact of LEE in affecting the activation of signal transducer and activator of transcription 3 (STAT3) and promoting apoptosis in human multiple myeloma (MM) cells. METHODS: We evaluated the effect of LEE on STAT3 signaling pathway in MM cells by using Western blot analysis and reverse transcription polymerase chain reaction (RT-PCR). Thereafter, apoptosis was evaluated using cell cycle analysis and Annexin V assay. RESULTS: We noted that LEE could attenuate the phosphorylation of STAT3 and other up-stream signaling molecules such as JAK1, JAK2, and Src activation in U266 and MM.1S cells. It also diminished STAT3 translocation into the nucleus and enhanced the expression of protein-tyrosine phosphatase epsilon (PTPepsilon). Additionally, LEE caused cell cycle arrest and synergistically augmented the apoptotic actions of bortezomib against MM cells. CONCLUSIONS: Our data indicates that LEE could block STAT3 signaling cascade linked to tumorigenesis and can be used in combination with approved anti-cancer agents in attenuating MM growth and survival."
33904968,Treating MCF7 breast cancer cell with proteasome inhibitor Bortezomib restores apoptotic factors and sensitizes cell to Docetaxel.,"Mehdizadeh K, Ataei F, Hosseinkhani S",Med Oncol. 2021 Apr 27;38(6):64. doi: 10.1007/s12032-021-01509-7.,2021 Apr 27,10.1007/s12032-021-01509-7,38,6,64,https://pubmed.ncbi.nlm.nih.gov/33904968,"Chemoresistance is the leading cause of limiting long-term treatment success in cancer cells. Anticancer drugs usually kill cells through apoptosis induction and defects in this signaling pathway lead to chemoresistance. Apoptotic protease activating factor 1 regulates cellular stress evoked by chemotherapeutic agents through facilitating apoptosome assembling but can be degraded by proteasome. This study examined the role of proteasome inhibitor Bortezomib in the cytotoxic effects of Docetaxel on MCF7 cells response and its correlation with Apaf-1 expression level. MTT assay, caspase 3/7 activity assay, propidium iodide staining, adenosine triphosphate and reactive oxygen species amount measurements were utilized to demonstrate the role of Bortezomib in Docetaxel efficacy with and without Apaf-1 overexpressing. Meanwhile, two-dimensional cell migration assay was performed by scratch wound assay. The combination of Docetaxel with Bortezomib was significantly more cytotoxic compared single drug, more effectively delayed cell growth, reduced ATP level and increased ROS production. In Apaf-1 overexpressing, Docetaxel was more efficient in preventing cell migration, however, Docetaxel plus Bortezomib were not significantly effective; and fluorescence images supported the interpretation. Our findings demonstrated MCF7 resistance to Docetaxel is due in part to low Apaf-1 level and Apaf-1 overexpression resulted in the increase of cell susceptibility to Docetaxel stimulus. We assume that proteasome inhibitor may restore apoptotic proteins like Apaf-1 and prevent the degradation of cytosolic cytochrome c released by Docetaxel, consequently triggering intrinsic apoptosis and promoting cancer cell death. Collectively, treating MCF7 breast cells with proteasome inhibitor sensitizes cells to Docetaxel-induced apoptosis and possibly overcomes chemoresistance."
33854609,"Proteasome Complexes and Their Heterogeneity in Colorectal, Breast and Pancreatic Cancers.","Zagirova D, Autenried R, Nelson ME, Rezvani K",J Cancer. 2021 Mar 5;12(9):2472-2487. doi: 10.7150/jca.52414. eCollection 2021.,2021,10.7150/jca.52414,12,9,2472-2487,https://pubmed.ncbi.nlm.nih.gov/33854609,"Targeting the ubiquitin-proteasome system (UPS) - in particular, the proteasome complex - has emerged as an attractive novel cancer therapy. While several proteasome inhibitors have been successfully approved by the Food and Drug Administration for the treatment of hematological malignancies, the clinical efficacy of these inhibitors is unexpectedly lower in the treatment of solid tumors due to the functional and structural heterogeneity of proteasomes in solid tumors. There are ongoing trials to examine the effectiveness of compound and novel proteasome inhibitors that can target solid tumors either alone or in combination with conventional chemotherapeutic agents. The modest therapeutic efficacy of proteasome inhibitors such as bortezomib in solid malignancies demands further research to clarify the exact effects of these proteasome inhibitors on different proteasomes present in cancer cells. The structural, cellular localization and functional analysis of the proteasome complexes in solid tumors originated from different tissues provides new insights into the diversity of proteasomes' responses to inhibitors. In this study, we used an optimized iodixanol gradient ultracentrifugation to purify a native form of proteasome complexes with their intact associated protein partners enriched within distinct cellular compartments. It is therefore possible to isolate proteasome subcomplexes with far greater resolution than sucrose or glycerol fractionations. We have identified differences in the catalytic activities, subcellular distribution, and inhibitor sensitivity of cytoplasmic proteasomes isolated from human colon, breast, and pancreatic cancer cell lines. Our developed techniques and generated results will serve as a valuable guideline for investigators developing a new generation of proteasome inhibitors as an effective targeted therapy for solid tumors."
33775688,Nuclear factor-kappaB signaling inhibitors revert multidrug-resistance in breast cancer cells.,"Abdin SM, Tolba MF, Zaher DM, Omar HA",Chem Biol Interact. 2021 May 1;340:109450. doi: 10.1016/j.cbi.2021.109450. Epub 2021 Mar 26.,2021 May 1,S0009-2797(21)00086-7 [pii] 10.1016/j.cbi.2021.109450,340,,109450,https://pubmed.ncbi.nlm.nih.gov/33775688,"The emergence of multidrug resistance (MDR) is among the crucial obstacles to breast cancer therapy success. The transcription factor nuclear factor (NF)-kappaB is correlated to the pathogenesis of breast cancer and resistance to therapy. NF-kappaB augments the expression of MDR1 gene, which encodes for the membrane transporter P-glycoprotein (P-gp) in cancer cells. Since NF-kappaB activity is considered to be relatively high in particular when it comes to breast cancer, in the present work, we proposed that the inhibition of NF-kappaB activity can augment and enhance the sensitivity of breast cancer cells to chemotherapy such as doxorubicin (DOX) by virtue of MDR modulation. Our results demonstrated that the DOX-resistant MCF-7 and MDA-MB-231 clones exhibit higher NF-kappaB (p65) activity, which is linked to the upregulated expression of ABCB1 and ABCC1 transporter proteins. Combined treatment with NF-kB inhibitors (pentoxifylline and bortezomib) sensitized the resistant breast cancer cells to DOX. Such synergy was compromised by forced overexpression of p65. The DOX/NF-kappaB inhibitor combinations hampered NF-kappaB (p65) activation and downregulated MDR efflux transporters' level. Breast cancer cell migration was sharply suppressed in cells co-treated with DOX/NF-kappaB inhibitors. The same treatments successfully enhanced DOX-mediated induction of apoptosis, which is reflected by the elevated ratio of annexin-V/PI positively stained cells, along with the activation of other apoptotic markers. In conclusion, the data generated from this study provide insights for future translational investigations introducing the use of the clinically approved NF-kappaB inhibitors as an adjuvant in the treatment protocols of resistant breast cancer to overcome the multidrug resistance and enhance the therapeutic outcomes."
33764077,Improved SILAC Quantification with Data-Independent Acquisition to Investigate Bortezomib-Induced Protein Degradation.,"Pino LK, Baeza J, Lauman R, Schilling B, Garcia BA",J Proteome Res. 2021 Apr 2;20(4):1918-1927. doi: 10.1021/acs.jproteome.0c00938. Epub 2021 Mar 25.,2021 Apr 2,10.1021/acs.jproteome.0c00938,20,4,1918-1927,https://pubmed.ncbi.nlm.nih.gov/33764077,"Stable isotope labeling by amino acids in cell culture (SILAC) coupled to data-dependent acquisition (DDA) is a common approach to quantitative proteomics with the desirable benefit of reducing batch effects during sample processing and data acquisition. More recently, using data-independent acquisition (DIA/SWATH) to systematically measure peptides has gained popularity for its comprehensiveness, reproducibility, and accuracy of quantification. The complementary advantages of these two techniques logically suggests combining them. Here we develop a SILAC-DIA-MS workflow using free, open-source software. We empirically determine that using DIA achieves similar peptide detection numbers as DDA and that DIA improves the quantitative accuracy and precision of SILAC by an order of magnitude. Finally, we apply SILAC-DIA-MS to determine protein turnover rates of cells treated with bortezomib, an FDA-approved 26S proteasome inhibitor for multiple myeloma and mantle cell lymphoma. We observe that SILAC-DIA produces more sensitive protein turnover models. Of the proteins determined to be differentially degraded by both acquisition methods, we find known proteins that are degraded by the ubiquitin-proteasome pathway, such as HNRNPK, EIF3A, and IF4A1/EIF4A-1, and a slower turnover for CATD, a protein implicated in invasive breast cancer. With improved quantification from DIA, we anticipate that this workflow will make SILAC-based experiments like protein turnover more sensitive."
33676431,"Exploring the impact of a decision support algorithm to improve clinicians' chemotherapy-induced peripheral neuropathy assessment and management practices: a two-phase, longitudinal study.","Knoerl R, Mazzola E, Hong F, Salehi E, McCleary N, Ligibel J, Reyes K, Berry DL",BMC Cancer. 2021 Mar 6;21(1):236. doi: 10.1186/s12885-021-07965-8.,2021 Mar 6,10.1186/s12885-021-07965-8 236,21,1,236,https://pubmed.ncbi.nlm.nih.gov/33676431,"BACKGROUND: Chemotherapy-induced peripheral neuropathy (CIPN) negatively affects physical function and chemotherapy dosing, yet, clinicians infrequently document CIPN assessment and/or adhere to evidence-based CIPN management in practice. The primary aims of this two-phase, pre-posttest study were to explore the impact of a CIPN clinician decision support algorithm on clinicians' frequency of CIPN assessment documentation and adherence to evidence-based management. METHODS: One hundred sixty-two patients receiving neurotoxic chemotherapy (e.g., taxanes, platinums, or bortezomib) answered patient-reported outcome measures on CIPN severity and interference prior to three clinic visits at breast, gastrointestinal, or multiple myeloma outpatient clinics (n = 81 usual care phase [UCP], n = 81 algorithm phase [AP]). During the AP, study staff delivered a copy of the CIPN assessment and management algorithm to clinicians (N = 53) prior to each clinic visit. Changes in clinicians' CIPN assessment documentation (i.e., index of numbness, tingling, and/or CIPN pain documentation) and adherence to evidence-based management at the third clinic visit were compared between the AP and UCP using Pearson's chi-squared test. RESULTS: Clinicians' frequency of adherence to evidence-based CIPN management was higher in the AP (29/52 [56%]) than the UCP (20/46 [43%]), but the change was not statistically significant (p = 0.31). There were no improvements in clinicians' CIPN assessment frequency during the AP (assessment index = 0.5440) in comparison to during the UCP (assessment index = 0.6468). CONCLUSIONS: Implementation of a clinician-decision support algorithm did not significantly improve clinicians' CIPN assessment documentation or adherence to evidence-based management. Further research is needed to develop theory-based implementation interventions to bolster the frequency of CIPN assessment and use of evidence-based management strategies in practice. TRIAL REGISTRATION: ClinicalTrials.Gov, NCT03514680 . Registered 21 April 2018."
33304752,Enhanced Protein Damage Clearance Induces Broad Drug Resistance in Multitype of Cancers Revealed by an Evolution Drug-Resistant Model and Genome-Wide siRNA Screening.,"Shao F, Lyu X, Miao K, Xie L, Wang H, Xiao H, Li J, Chen Q, Ding R, Chen P, Xing F, Zhang X, Luo GH, Zhu W, Cheng G, Lon NW, Martin SE, Wang G, Chen G, Dai Y, Deng CX",Adv Sci (Weinh). 2020 Oct 11;7(23):2001914. doi: 10.1002/advs.202001914. eCollection 2020 Dec.,2020 Dec,10.1002/advs.202001914 2001914,7,23,2001914,https://pubmed.ncbi.nlm.nih.gov/33304752,"Resistance to therapeutic drugs occurs in virtually all types of cancers, and the tolerance to one drug frequently becomes broad therapy resistance; however, the underlying mechanism remains elusive. Combining a whole whole-genome-wide RNA interference screening and an evolutionary drug pressure model with MDA-MB-231 cells, it is found that enhanced protein damage clearance and reduced mitochondrial respiratory activity are responsible for cisplatin resistance. Screening drug-resistant cancer cells and human patient-derived organoids for breast and colon cancers with many anticancer drugs indicates that activation of mitochondrion protein import surveillance system enhances proteasome activity and minimizes caspase activation, leading to broad drug resistance that can be overcome by co-treatment with a proteasome inhibitor, bortezomib. It is further demonstrated that cisplatin and bortezomib encapsulated into nanoparticle further enhance their therapeutic efficacy and alleviate side effects induced by drug combination treatment. These data demonstrate a feasibility for eliminating broad drug resistance by targeting its common mechanism to achieve effective therapy for multiple cancers."
33131924,"Role of Chikungunya nsP3 in Regulating G3BP1 Activity, Stress Granule Formation and Drug Efficacy.","Lu X, Alam U, Willis C, Kennedy D",Arch Med Res. 2021 Jan;52(1):48-57. doi: 10.1016/j.arcmed.2020.10.002. Epub 2020 Oct 31.,2021 Jan,S0188-4409(19)30837-9 [pii] 10.1016/j.arcmed.2020.10.002,52,1,48-57,https://pubmed.ncbi.nlm.nih.gov/33131924,"BACKGROUND: Ras-GTPase activating protein SH3-domain-binding proteins (G3BP) are a small family of RNA-binding proteins implicated in regulating gene expression. Changes in expression of G3BPs are correlated to several cancers including thyroid, colon, pancreatic and breast cancer. G3BPs are important regulators of stress granule (SG) formation and function. SG are ribonucleoprotein (RNP) particles that respond to cellular stresses to triage mRNA resulting in transcripts being selectively degraded, stored or translated resulting in a change of gene expression which confers a survival response to the cell. These changes in gene expression contribute to the development of drug resistance. Many RNA viruses, including Chikungunya (and potentially Coronavirus), dismantle SG so that the cell cannot respond to the viral infection. Non-structural protein 3 (nsP3), from the Chikungunya virus, has been shown to translocate G3BP away from SG. Interestingly in cancer cells, the formation of SG is correlated to drug-resistance and blocking SG formation has been shown to reestablish the efficacy of the anticancer drug bortezomib. METHODS: Chikungunya nsP3 was transfected into breast cancer cell lines T47D and MCF7 to disrupt SG formation. Changes in the cytotoxicity of bortezomib were measured. RESULTS: Bortezomib cytotoxicity in breast cancer cell lines changed with a 22 fold decrease in its IC(50) for T47D and a 7 fold decrease for MCF7 cells. CONCLUSIONS: Chikungunya nsP3 disrupts SG formation. As a result, it increases the cytotoxicity of the FDA approved drug, bortezomib. In addition, the increased cytotoxicity appears to correlate to improved bortezomib selectivity when compared to control cell lines."
33082755,Removal of a Silicone Gel Breast Implant in a Multiple Myeloma Patient Improved Disease Status: A Case Report.,"Henning C, Wang J, Swift R, Eades B, Spektor TM, Berenson JR",Case Rep Oncol. 2020 Sep 18;13(3):1103-1108. doi: 10.1159/000508494. eCollection 2020 Sep-Dec.,2020 Sep-Dec,10.1159/000508494,13,3,1103-1108,https://pubmed.ncbi.nlm.nih.gov/33082755,"A 52-year-old African-American woman with a prior history of monoclonal gammopathy of undetermined significance (MGUS) developed infiltrating ductal carcinoma of the left breast. Following a mastectomy, she underwent reconstruction with a silicone gel breast implant. Three years later, her MGUS had progressed to active multiple myeloma (MM). She had a minimal response after two different regimens of bortezomib-based treatments and monthly zoledronic acid, and was placed on maintenance therapy with bortezomib, intravenous dexamethasone, and oral methylprednisolone, as well as ongoing monthly zoledronic acid. After 1 year of this maintenance therapy, during which her myeloma markers remained unchanged, she had her silicone implant replaced with saline. Despite no change in her myeloma treatment, her laboratory values began to steadily improve following removal of the silicone implant. Her M-protein decreased from 2.14 to 0.83 g/dL and her IgG levels from 3,330 to 1,210 mg/dL following replacement of her silicone implant with saline. To our knowledge, this is the first report in which removal of silicone implants improved the clinical status of a patient with MM following a year of maintenance therapy during which the patient's myeloma laboratory values remained unchanged. Further studies are warranted to determine if silicone breast implant removal can, in fact, improve MM patients' disease status."
32948183,Cancer gene expression profiles associated with clinical outcomes to chemotherapy treatments.,"Borisov N, Sorokin M, Tkachev V, Garazha A, Buzdin A",BMC Med Genomics. 2020 Sep 18;13(Suppl 8):111. doi: 10.1186/s12920-020-00759-0.,2020 Sep 18,10.1186/s12920-020-00759-0 111,13,Suppl 8,111,https://pubmed.ncbi.nlm.nih.gov/32948183,"BACKGROUND: Machine learning (ML) methods still have limited applicability in personalized oncology due to low numbers of available clinically annotated molecular profiles. This doesn't allow sufficient training of ML classifiers that could be used for improving molecular diagnostics. METHODS: We reviewed published datasets of high throughput gene expression profiles corresponding to cancer patients with known responses on chemotherapy treatments. We browsed Gene Expression Omnibus (GEO), The Cancer Genome Atlas (TCGA) and Tumor Alterations Relevant for GEnomics-driven Therapy (TARGET) repositories. RESULTS: We identified data collections suitable to build ML models for predicting responses on certain chemotherapeutic schemes. We identified 26 datasets, ranging from 41 till 508 cases per dataset. All the datasets identified were checked for ML applicability and robustness with leave-one-out cross validation. Twenty-three datasets were found suitable for using ML that had balanced numbers of treatment responder and non-responder cases. CONCLUSIONS: We collected a database of gene expression profiles associated with clinical responses on chemotherapy for 2786 individual cancer cases. Among them seven datasets included RNA sequencing data (for 645 cases) and the others - microarray expression profiles. The cases represented breast cancer, lung cancer, low-grade glioma, endothelial carcinoma, multiple myeloma, adult leukemia, pediatric leukemia and kidney tumors. Chemotherapeutics included taxanes, bortezomib, vincristine, trastuzumab, letrozole, tipifarnib, temozolomide, busulfan and cyclophosphamide."
32781973,The Ubiquitin-Proteasome Pathway and Epigenetic Modifications in Cancer.,"Yerlikaya A, Kanbur E, Stanley BA, Tumer E",Anticancer Agents Med Chem. 2021;21(1):20-32. doi: 10.2174/1871520620666200811114159.,2021,10.2174/1871520620666200811114159,21,1,20-32,https://pubmed.ncbi.nlm.nih.gov/32781973,"BACKGROUND: The ubiquitin-proteasome pathway is involved in almost all cellular processes (cell cycle, gene transcription and translation, cell survival and apoptosis, cell metabolism and protein quality control) mainly through the specific degradation of the majority of intracellular proteins (>80%) or partial processing of transcription factors (e.g., NF-kappaB). A growing amount of evidence now indicates that epigenetic changes are also regulated by the ubiquitin-proteasome pathway. Recent studies indicate that epigenetic regulations are equally crucial for almost all biological processes as well as for pathological conditions such as tumorigenesis, as compared to non-epigenetic control mechanisms (i.e., genetic alterations or classical signal transduction pathways). OBJECTIVE: Here, we reviewed the recent work highlighting the interaction of the ubiquitin-proteasome pathway components (e.g., ubiquitin, E1, E2 and E3 enzymes and 26S proteasome) with epigenetic regulators (histone deacetylases, histone acetyltransferases and DNA methyltransferases). RESULTS: Alterations in the regulation of the ubiquitin-proteasome pathway have been discovered in many pathological conditions. For example, a 2- to 32-fold increase in proteasomal activity and/or subunits has been noted in primary breast cancer cells. Although proteasome inhibitors have been successfully applied in the treatment of hematological malignancies (e.g., multiple myeloma), the clinical efficacy of the proteasomal inhibition is limited in solid cancers. Interestingly, recent studies show that the ubiquitin-proteasome and epigenetic pathways intersect in a number of ways through the regulation of epigenetic marks (i.e., acetylation, methylation and ubiquitylation). CONCLUSION: It is therefore believed that novel treatment strategies involving new generation ubiquitinproteasome pathway inhibitors combined with DNA methyltransferase, histone deacetylase or histone acetyltransferase inhibitors may produce more effective results with fewer adverse effects in cancer treatment as compared to standard chemotherapeutics in hematological as well as solid cancers."
32586194,Differential methylation and expression of genes in the hypoxia-inducible factor 1 signaling pathway are associated with paclitaxel-induced peripheral neuropathy in breast cancer survivors and with preclinical models of chemotherapy-induced neuropathic pain.,"Kober KM, Lee MC, Olshen A, Conley YP, Sirota M, Keiser M, Hammer MJ, Abrams G, Schumacher M, Levine JD, Miaskowski C",Mol Pain. 2020 Jan-Dec;16:1744806920936502. doi: 10.1177/1744806920936502.,2020 Jan-Dec,10.1177/1744806920936502 1744806920936502,16,,1744806920936502,https://pubmed.ncbi.nlm.nih.gov/32586194,"BACKGROUND: Paclitaxel is an important chemotherapeutic agent for the treatment of breast cancer. Paclitaxel-induced peripheral neuropathy (PIPN) is a major dose-limiting toxicity that can persist into survivorship. While not all survivors develop PIPN, for those who do, it has a substantial negative impact on their functional status and quality of life. No interventions are available to treat PIPN. In our previous studies, we identified that the HIF-1 signaling pathway (H1SP) was perturbed between breast cancer survivors with and without PIPN. Preclinical studies suggest that the H1SP is involved in the development of bortezomib-induced and diabetic peripheral neuropathy, and sciatic nerve injury. The purpose of this study was to identify H1SP genes that have both differential methylation and differential gene expression between breast cancer survivors with and without PIPN. METHODS: A multi-staged integrated analysis was performed. In peripheral blood, methylation was assayed using microarray and gene expression was assayed using RNA-seq. Candidate genes in the H1SP having both differentially methylation and differential expression were identified between survivors who received paclitaxel and did (n = 25) and did not (n = 25) develop PIPN. Then, candidate genes were evaluated for differential methylation and differential expression in public data sets of preclinical models of PIPN and sciatic nerve injury. RESULTS: Eight candidate genes were identified as both differential methylation and differential expression in survivors. Of the eight homologs identified, one was found to be differential expression in both PIPN and ""normal"" mice dorsal root ganglia; three were differential methylation in sciatic nerve injury versus sham rats in both pre-frontal cortex and T-cells; and two were differential methylation in sciatic nerve injury versus sham rats in the pre-frontal cortex. CONCLUSIONS: This study is the first to evaluate for methylation in cancer survivors with chronic PIPN. The findings provide evidence that the expression of H1SP genes associated with chronic PIPN in cancer survivors may be regulated by epigenetic mechanisms and suggests genes for validation as potential therapeutic targets."
32423906,Tradeoff between metabolic i-proteasome addiction and immune evasion in triple-negative breast cancer.,"Adwal A, Kalita-de Croft P, Shakya R, Lim M, Kalaw E, Taege LD, McCart Reed AE, Lakhani SR, Callen DF, Saunus JM",Life Sci Alliance. 2020 May 18;3(7):e201900562. doi: 10.26508/lsa.201900562. Print 2020 Jul.,2020 Jul,10.26508/lsa.201900562 e201900562,3,7,,https://pubmed.ncbi.nlm.nih.gov/32423906,"In vitro studies have suggested proteasome inhibitors could be effective in triple-negative breast cancer (TNBC). We found that bortezomib and carfilzomib induce proteotoxic stress and apoptosis via the unfolded protein response (UPR) in TNBC cell lines, with sensitivity correlated with expression of immuno-(PSMB8/9/10) but not constitutive-(PSMB5/6/7) proteasome subunits. Equally, the transcriptomes of i-proteasome-high human TNBCs are enriched with UPR gene sets, and the genomic copy number landscape reflects positive selection pressure favoring i-proteasome activity, but in the setting of adjuvant treatment, this is actually associated with favorable prognosis. Tumor expression of PSMB8 protein (beta5i) is associated with levels of MHC-I, interferon-gamma-inducible proteasome activator PA28beta, and the densities of stromal antigen-presenting cells and lymphocytes (TILs). Crucially, TILs were protective among TNBCs that maintain high beta5i but did not stratify survival amongst beta5i-low TNBCs. Moreover, beta5i expression was lower in brain metastases than in patient-matched primary breast tumors (n = 34; P = 0.007), suggesting that suppression contributes to immune evasion and metastatic progression. Hence, inhibiting proteasome activity could be counterproductive in the adjuvant treatment setting because it potentiates anti-TNBC immunity."
32245495,"Preparation, characterization and in vitro-in vivo evaluation of bortezomib supermolecular aggregation nanovehicles.","Chen MY, Xiao ZK, Lei XP, Li JX, Yu XY, Zhang JY, Ye GD, Guo YJ, Mo G, Li CW, Zhang Y, Zhang LM, Lin ZQ, Fu JJ",J Nanobiotechnology. 2020 Apr 3;18(1):57. doi: 10.1186/s12951-020-00612-7.,2020 Apr 3,10.1186/s12951-020-00612-7 57,18,1,57,https://pubmed.ncbi.nlm.nih.gov/32245495,"BACKGROUNDS: Intolerable toxicity and unsatisfactory therapeutic effects are still big problems retarding the use of chemotherapy against cancer. Nano-drug delivery system promised a lot in increasing the patients' compliance and therapeutic efficacy. As a unique nano-carrier, supermolecular aggregation nanovehicle has attracted increasing interests due to the following advantages: announcing drug loading efficacy, pronouncing in vivo performance and simplified production process. METHODS: In this study, the supermolecular aggregation nanovehicle of bortezomib (BTZ) was prepared to treat breast cancer. RESULTS: Although many supermolecular nanovehicles are inclined to disintegrate due to the weak intermolecular interactions among the components, the BTZ supermolecules are satisfying stable. To shed light on the reasons behind this, the forces driving the formation of the nanovehicles were detailed investigated. In other words, the interactions among BTZ and other two components were studied to characterize the nanovehicles and ensure its stability. CONCLUSIONS: Due to the promising tumor targeting ability of the BTZ nanovehicles, the supermolecule displayed promising tumor curing effects and negligible systemic toxicity."
32242081,Optimization of cell viability assays to improve replicability and reproducibility of cancer drug sensitivity screens.,"Larsson P, Engqvist H, Biermann J, Werner Ronnerman E, Forssell-Aronsson E, Kovacs A, Karlsson P, Helou K, Parris TZ",Sci Rep. 2020 Apr 2;10(1):5798. doi: 10.1038/s41598-020-62848-5.,2020 Apr 2,10.1038/s41598-020-62848-5 5798,10,1,5798,https://pubmed.ncbi.nlm.nih.gov/32242081,"Cancer drug development has been riddled with high attrition rates, in part, due to poor reproducibility of preclinical models for drug discovery. Poor experimental design and lack of scientific transparency may cause experimental biases that in turn affect data quality, robustness and reproducibility. Here, we pinpoint sources of experimental variability in conventional 2D cell-based cancer drug screens to determine the effect of confounders on cell viability for MCF7 and HCC38 breast cancer cell lines treated with platinum agents (cisplatin and carboplatin) and a proteasome inhibitor (bortezomib). Variance component analysis demonstrated that variations in cell viability were primarily associated with the choice of pharmaceutical drug and cell line, and less likely to be due to the type of growth medium or assay incubation time. Furthermore, careful consideration should be given to different methods of storing diluted pharmaceutical drugs and use of DMSO controls due to the potential risk of evaporation and the subsequent effect on dose-response curves. Optimization of experimental parameters not only improved data quality substantially but also resulted in reproducible results for bortezomib- and cisplatin-treated HCC38, MCF7, MCF-10A, and MDA-MB-436 cells. Taken together, these findings indicate that replicability (the same analyst re-performs the same experiment multiple times) and reproducibility (different analysts perform the same experiment using different experimental conditions) for cell-based drug screens can be improved by identifying potential confounders and subsequent optimization of experimental parameters for each cell line."
32162602,Regulation of Fas in response to bortezomib and epirubicin in colorectal cancer cells.,"Cacan E, Ozmen ZC",J Chemother. 2020 Jul;32(4):193-201. doi: 10.1080/1120009X.2020.1740389. Epub 2020 Mar 12.,2020 Jul,10.1080/1120009X.2020.1740389,32,4,193-201,https://pubmed.ncbi.nlm.nih.gov/32162602,"Bortezomib is a reversible proteasome inhibitor affects the ubiquitin-proteasome mechanism to kill cancer cells, and inhibition of the proteasome modulates the expression of multiple target genes at the transcriptional level. Epirubicin is known as an anthracycline agent that interferes with DNA and RNA synthesis, and it can be used with other chemotherapeutic drugs in the treatment of post-surgical breast cancer. Epirubicin may have an anti-tumor effect against broad-spectrum tumor cells. However, it is a non-specific chemotherapeutic agent that can cause high toxicity if not used in appropriate doses. Here, we hypothesize that a combination treatment of bortezomib and epirubicin will induce immunogenic cell death in colorectal cancer cells by increasing expression of death receptors such as Fas, which will make these cancer cells more susceptible to Fas/FasL mediated tumor cell killing. Our data demonstrate that a combination of bortezomib and epirubicin significantly increases the sensitivity of colorectal carcinoma cells, but not healthy non-malignant epithelial cells, to apoptosis. The combination treatment significantly upregulates the transcriptional activation of Fas in colorectal cancer cells but not in normal cells. Our results suggest that combining bortezomib and epirubicin may simultaneously enhance tumor immunogenicity and the induction of antitumor immunity."
